DIRECTORATE,SUPPLIER,SUPPLIER NAME,TRANS NOS,AMOUNT,TRANS DATE,EXPENSE AREA,EXPENSE TYPE,SUPPLIER GROUP
FINANCING,THUR01,Thurleigh Parish Council,10479516,"3,441.00",02/04/2015,Supplies,Parish Precepts,Other Local Authority
FINANCING,TURV04,Turvey Parish Council,10479459,"13,200.00",02/04/2015,Supplies,Parish Precepts,Other Local Authority
FINANCING,TURV04,Turvey Parish Council,10479517,"13,200.00",02/04/2015,Supplies,Parish Precepts,Other Local Authority
FINANCING,WILD10,Wilden Parish Council,10479460,"5,304.00",02/04/2015,Supplies,Parish Precepts,Other Local Authority
FINANCING,WILD10,Wilden Parish Council,10479518,"5,304.00",02/04/2015,Supplies,Parish Precepts,Other Local Authority
FINANCING,WILL02,Willington Parish Council,10479461,"5,000.00",02/04/2015,Supplies,Parish Precepts,Other Local Authority
FINANCING,WILL02,Willington Parish Council,10479519,"5,000.00",02/04/2015,Supplies,Parish Precepts,Other Local Authority
FINANCING,WILS08,Wilshamstead Parish Council,10479462,"22,512.50",02/04/2015,Supplies,Parish Precepts,Other Local Authority
FINANCING,WILS08,Wilshamstead Parish Council,10479520,"22,512.50",02/04/2015,Supplies,Parish Precepts,Other Local Authority
FINANCING,WOOT01,Wootton Parish Council,10479463,"65,423.50",02/04/2015,Supplies,Parish Precepts,Other Local Authority
FINANCING,WOOT01,Wootton Parish Council,10479521,"65,423.50",02/04/2015,Supplies,Parish Precepts,Other Local Authority
FINANCING,WYBO03,Wyboston Chawston & Colesden Parish Council,10479464,"5,419.50",02/04/2015,Supplies,Parish Precepts,General Creditors
FINANCING,WYBO03,Wyboston Chawston & Colesden Parish Council,10479522,"5,419.50",02/04/2015,Supplies,Parish Precepts,General Creditors
FINANCING,WYMI01,Wymington Parish Council,10479465,"8,655.00",02/04/2015,Supplies,Parish Precepts,Other Local Authority
FINANCING,WYMI01,Wymington Parish Council,10479523,"8,655.00",02/04/2015,Supplies,Parish Precepts,Other Local Authority
OTHERGF,COMM79,Communities & Local Government Prog,10481498,279.51,16/04/2015,Transfer Payments,Contribution to Housing Receipts Pool,General Creditors
PUBHLTH,2GOL01,2 Goldington Road Doctors Surgery,10482429,"3,040.00",01/04/2015,Transfer Payments,Contract Payments - Private Contractors,General Creditors
PUBHLTH,ASDA99,Asda Pharmacy,10479565,309.38,24/02/2015,Transfer Payments,Contract Payments - Private Contractors,General Creditors
PUBHLTH,ASDA99,Asda Pharmacy,10479566,292.60,04/07/2015,Transfer Payments,Contract Payments - Private Contractors,General Creditors
PUBHLTH,ASDA99,Asda Pharmacy,10480346,"1,459.69",12/02/2015,Transfer Payments,Contract Payments - Private Contractors,General Creditors
PUBHLTH,ASDA99,Asda Pharmacy,10480347,793.63,23/03/2015,Transfer Payments,Contract Payments - Private Contractors,General Creditors
PUBHLTH,BART09,Barts Health NHS Trust,10479538,256.84,09/02/2015,Transfer Payments,Contract Payments - Health Authorities,General Creditors
PUBHLTH,BART09,Barts Health NHS Trust,10479539,"1,723.80",09/02/2015,Transfer Payments,Contract Payments - Health Authorities,General Creditors
PUBHLTH,BEDF91,Bedfordshire Clinical Commissioning Group,10479948,"58,969.96",25/02/2015,Transfer Payments,Payments to Health Authorities,General Creditors
PUBHLTH,BUCK13,Buckinghamshire Healthcare NHS Trust,10479537,422.00,31/07/2014,Transfer Payments,Contract Payments - Health Authorities,General Creditors
PUBHLTH,CAMB21,Cambridgeshire Community Services NHS Trust,10479540,637.03,10/03/2015,Transfer Payments,Contract Payments - Health Authorities,General Creditors
PUBHLTH,CATE08,Cater Street Surgery,10482449,"1,990.00",11/02/2015,Transfer Payments,Contract Payments - Private Contractors,General Creditors
PUBHLTH,CENT10,Central Bedfordshire Council,10478958,"5,403.08",25/03/2015,Transfer Payments,Contract payments - Other Local Authorities,Other Local Authority
PUBHLTH,CHEL04,Chelsea and Westminster Hospital NHS Foundation Trust,10479104,"2,236.77",12/02/2015,Transfer Payments,Contract Payments - Health Authorities,General Creditors
PUBHLTH,CHEL04,Chelsea and Westminster Hospital NHS Foundation Trust,10479588,"1,330.59",23/03/2015,Transfer Payments,Contract Payments - Health Authorities,General Creditors
PUBHLTH,CHEL04,Chelsea and Westminster Hospital NHS Foundation Trust,10479590,"2,008.63",02/03/2015,Transfer Payments,Contract Payments - Health Authorities,General Creditors
PUBHLTH,CHIL28,Chiltern Hills Practice (Intrahealth),10482418,295.00,08/04/2015,Transfer Payments,Contract Payments - Private Contractors,General Creditors
PUBHLTH,COVE06,Coventry and Warwickshire Partnership NHS Trust,10483707,515.00,23/01/2015,Transfer Payments,Contract Payments - Health Authorities,General Creditors
PUBHLTH,CRAN94,Cranfield Surgery,10482406,"2,923.00",01/04/2015,Transfer Payments,Contract Payments - Private Contractors,General Creditors
PUBHLTH,DEPA07,De Parys Medical Centre,10482407,"1,728.00",14/04/2015,Transfer Payments,Contract Payments - Private Contractors,General Creditors
PUBHLTH,TURN08,Dr A R Turner & Partners (Leighton Road Surgery),10482405,"2,054.00",02/04/2015,Transfer Payments,Contract Payments - Private Contractors,General Creditors
PUBHLTH,CAKE99,Dr Cakebread & Partners (Shefford Health Centre).,10482442,360.00,01/04/2015,Transfer Payments,Contract Payments - Private Contractors,General Creditors
PUBHLTH,COLL91,"Dr H Collins & Dr M Carragher (Lower Stondon Surgery, The Hawthorns)",10482397,252.00,16/04/2015,Transfer Payments,Contract Payments - Private Contractors,General Creditors
PUBHLTH,HEND04,Dr J L Henderson (Bassett Rd Surgery).,10482524,"1,250.00",08/04/2015,Transfer Payments,Contract Payments - Private Contractors,General Creditors
PUBHLTH,KAPU99,Dr Kapur & Partners (Sandy Health Centre),10482440,"1,029.00",01/04/2015,Transfer Payments,Contract Payments - Private Contractors,General Creditors
PUBHLTH,KIRK93,Dr Kirkham & Partners,10482399,"1,552.00",09/04/2015,Transfer Payments,Contract Payments - Private Contractors,General Creditors
PUBHLTH,GLAZ99,Dr M E Glaze & Partners (The Surgery (Glaze).,10482404,"1,671.00",09/04/2015,Transfer Payments,Contract Payments - Private Contractors,General Creditors
PUBHLTH,HAQ001,Dr M F Haq (Eastgate Surgery).,10482390,444.00,01/04/2015,Transfer Payments,Contract Payments - Private Contractors,General Creditors
PUBHLTH,AGRA99,Dr M L Agrawal (Ashburnham Rd Surgery).,10482392,323.00,01/04/2015,Transfer Payments,Contract Payments - Private Contractors,Individual Payee
PUBHLTH,OTOO99,Dr O B O?Toole & Partners (Kirby Road Surgery).,10482401,506.00,02/04/2015,Transfer Payments,Contract Payments - Private Contractors,General Creditors
PUBHLTH,HASS99,Dr P Hassan & Partners (Priory Gardens Surgery),10482424,309.00,14/04/2015,Transfer Payments,Contract Payments - Private Contractors,General Creditors
PUBHLTH,HASS99,Dr P Hassan & Partners (Priory Gardens Surgery),10482426,475.00,14/04/2015,Transfer Payments,Contract Payments - Private Contractors,General Creditors
PUBHLTH,HASS99,Dr P Hassan & Partners (Priory Gardens Surgery),10482456,"1,043.00",14/04/2015,Transfer Payments,Contract Payments - Private Contractors,General Creditors
PUBHLTH,HASS99,Dr P Hassan & Partners (Priory Gardens Surgery),10482458,405.00,14/04/2015,Transfer Payments,Contract Payments - Private Contractors,General Creditors
PUBHLTH,SHAR87,Dr S D Sharma (Toddington Medical Centre),10481300,530.00,21/01/2015,Transfer Payments,Contract Payments - Private Contractors,General Creditors
PUBHLTH,SHAR87,Dr S D Sharma (Toddington Medical Centre),10482441,378.00,01/04/2015,Transfer Payments,Contract Payments - Private Contractors,General Creditors
PUBHLTH,EAST13,East Of England Local Government Association,10482411,"5,533.70",14/04/2015,Transfer Payments,Contract payments - Other Local Authorities,General Creditors
PUBHLTH,FAIR05,Fairley?s Pharmacy,10481862,301.12,31/03/2015,Transfer Payments,Contract Payments - Private Contractors,General Creditors
PUBHLTH,FLIT03,Flitwick Surgery (Dr S.J. Morris & Partners).,10479542,"2,545.00",17/03/2015,Transfer Payments,Contract Payments - Private Contractors,General Creditors
PUBHLTH,FLIT03,Flitwick Surgery (Dr S.J. Morris & Partners).,10479543,"2,020.00",17/03/2015,Transfer Payments,Contract Payments - Private Contractors,General Creditors
PUBHLTH,FLIT03,Flitwick Surgery (Dr S.J. Morris & Partners).,10479544,"2,690.00",17/03/2015,Transfer Payments,Contract Payments - Private Contractors,General Creditors
PUBHLTH,FLIT03,Flitwick Surgery (Dr S.J. Morris & Partners).,10482455,751.00,02/04/2015,Transfer Payments,Contract Payments - Private Contractors,General Creditors
PUBHLTH,GOLD13,Goldington Avenue Surgery,10482403,"1,814.00",01/04/2015,Transfer Payments,Contract Payments - Private Contractors,General Creditors
PUBHLTH,GOLD15,Goldington Surgery,10482521,262.00,01/03/2015,Transfer Payments,Contract Payments - Private Contractors,General Creditors
PUBHLTH,GREA14,Great Barford Surgery,10482443,900.00,31/03/2015,Transfer Payments,Contract Payments - Private Contractors,General Creditors
PUBHLTH,GREE92,Greensand Surgery,10482434,397.00,01/04/2015,Transfer Payments,Contract Payments - Private Contractors,General Creditors
PUBHLTH,GREE51,Greensands Medical Practice,10482428,"1,296.00",02/04/2015,Transfer Payments,Contract Payments - Private Contractors,General Creditors
PUBHLTH,GROV04,Grovebury Road Surgery,10479398,605.00,18/03/2015,Transfer Payments,Contract Payments - Private Contractors,General Creditors
PUBHLTH,GROV04,Grovebury Road Surgery,10479404,"10,765.00",19/01/2015,Transfer Payments,Contract Payments - Private Contractors,General Creditors
PUBHLTH,GROV04,Grovebury Road Surgery,10482396,"1,083.00",13/04/2015,Transfer Payments,Contract Payments - Private Contractors,General Creditors
PUBHLTH,HARR75,Harrold Medical Practice,10482432,"1,380.00",02/04/2015,Transfer Payments,Contract Payments - Private Contractors,General Creditors
PUBHLTH,HERB02,Herbert & Herbert,10481864,571.11,31/03/2015,Transfer Payments,Contract Payments - Private Contractors,General Creditors
PUBHLTH,HOME21,Homerton University Hospital NHS Foundation Trust,10479567,328.00,22/10/2014,Transfer Payments,Contract Payments - Health Authorities,General Creditors
PUBHLTH,HORI02,Horizon Health Choices Ltd.,10482974,"4,888.67",22/04/2015,Transfer Payments,Contract Payments - Private Contractors,General Creditors
PUBHLTH,HOUG99,Houghton Close Surgery,10482395,"1,867.00",01/04/2015,Transfer Payments,Contract Payments - Private Contractors,General Creditors
PUBHLTH,IVEL99,Ivel Medical Centre,10482408,"1,642.00",02/02/2015,Transfer Payments,Contract Payments - Private Contractors,General Creditors
PUBHLTH,IVEL99,Ivel Medical Centre,10482409,"1,187.00",01/04/2015,Transfer Payments,Contract Payments - Private Contractors,General Creditors
PUBHLTH,KAYS02,Kays Chemist,10481865,"1,752.75",30/03/2015,Transfer Payments,Contract Payments - Private Contractors,General Creditors
PUBHLTH,KING87,King Street Surgery,10482413,"4,735.00",28/02/2015,Transfer Payments,Contract Payments - Private Contractors,General Creditors
PUBHLTH,KING87,King Street Surgery,10482414,"3,746.00",31/03/2015,Transfer Payments,Contract Payments - Private Contractors,General Creditors
PUBHLTH,LANS01,Lansdowne Road Surgery,10482451,511.00,01/04/2015,Transfer Payments,Contract Payments - Private Contractors,General Creditors
PUBHLTH,LARK01,Larksfield Surgery Medical Partnership,10482450,"1,082.00",07/04/2015,Transfer Payments,Contract Payments - Private Contractors,General Creditors
PUBHLTH,LIND98,Linden Road Surgery,10482527,499.00,17/04/2015,Transfer Payments,Contract Payments - Private Contractors,General Creditors
PUBHLTH,LLOY03,Lloyd?s Pharmacy Ltd,10480345,562.30,01/04/2015,Transfer Payments,Contract Payments - Private Contractors,General Creditors
PUBHLTH,LLOY03,Lloyd?s Pharmacy Ltd,10481868,309.22,16/04/2015,Transfer Payments,Contract Payments - Private Contractors,General Creditors
PUBHLTH,LOND22,London Road Health Centre,10481851,560.00,01/04/2015,Transfer Payments,Contract Payments - Private Contractors,General Creditors
PUBHLTH,MEIK02,Meiklejohn Pharmacy,10481858,283.87,13/04/2015,Transfer Payments,Contract Payments - Private Contractors,General Creditors
PUBHLTH,MEIK03,Meiklejohn Pharmacy T/A Shorstown Pharmacy.,10481856,343.78,13/04/2015,Transfer Payments,Contract Payments - Private Contractors,General Creditors
PUBHLTH,OLIV97,Oliver Street Surgery,10482394,256.00,15/04/2015,Transfer Payments,Contract Payments - Private Contractors,General Creditors
PUBHLTH,PEMB01,Pemberley Surgery,10482453,867.00,10/04/2015,Transfer Payments,Contract Payments - Private Contractors,General Creditors
PUBHLTH,PEMB01,Pemberley Surgery,10482454,328.00,10/04/2015,Transfer Payments,Contract Payments - Private Contractors,General Creditors
PUBHLTH,PHOE09,Phoenix Primary Care.,10482391,522.00,07/04/2015,Transfer Payments,Contract Payments - Private Contractors,General Creditors
PUBHLTH,LANG10,Pills & Potions Ltd T/A Langdale Pharmacy,10481861,258.85,31/01/2015,Transfer Payments,Contract Payments - Private Contractors,General Creditors
PUBHLTH,PRIO96,Priory Medical Practice,10482402,624.00,14/04/2015,Transfer Payments,Contract Payments - Private Contractors,General Creditors
PUBHLTH,PUBL16,Public Health England,10476778,"50,000.00",03/03/2015,Transfer Payments,Contract Payments - Health Authorities,General Creditors
PUBHLTH,PUTN96,Putnoe Medical Centre,10482445,"2,027.00",13/04/2015,Transfer Payments,Contract Payments - Private Contractors,General Creditors
PUBHLTH,QUEE11,Queens Park Surgery,10482526,292.00,13/03/2015,Transfer Payments,Contract Payments - Private Contractors,General Creditors
PUBHLTH,QUEE11,Queens Park Surgery,10482529,474.00,15/04/2015,Transfer Payments,Contract Payments - Private Contractors,General Creditors
PUBHLTH,RICH14,Richardson-Hall Associates Ltd.,10479401,"2,080.00",26/03/2015,Transfer Payments,Contract Payments - Private Contractors,General Creditors
PUBHLTH,ROTH98,Rothesay Surgery,10482393,817.00,02/04/2015,Transfer Payments,Contract Payments - Private Contractors,General Creditors
PUBHLTH,SAIN06,Sainsburys Pharmacy (Biggleswade),10481873,275.75,09/04/2015,Transfer Payments,Contract Payments - Private Contractors,General Creditors
PUBHLTH,SAIN02,Sainsburys Pharmacy (Kempston),10481854,361.63,31/03/2015,Transfer Payments,Contract Payments - Private Contractors,General Creditors
PUBHLTH,SALI98,Salisbury House Surgery,10482433,999.00,01/04/2015,Transfer Payments,Contract Payments - Private Contractors,General Creditors
PUBHLTH,SHAR17,Sharnbrook Surgery,10482446,402.00,14/04/2015,Transfer Payments,Contract Payments - Private Contractors,General Creditors
PUBHLTH,SHOR09,Shortstown Surgery,10482415,288.00,31/03/2015,Transfer Payments,Contract Payments - Private Contractors,General Creditors
PUBHLTH,SLIM01,Slimming World,10479402,"1,877.40",30/03/2015,Transfer Payments,Contract payments - Other Local Authorities,General Creditors
PUBHLTH,STJO09,St John?s Surgery,10482400,"2,088.00",09/04/2015,Transfer Payments,Contract Payments - Private Contractors,General Creditors
PUBHLTH,SUND04,Sundial Development Ltd,10479403,"1,090.00",22/02/2015,Supplies,Consultants Fees,General Creditors
PUBHLTH,SUPE04,Superdrug Pharmacy,10481870,852.53,16/04/2015,Transfer Payments,Contract Payments - Private Contractors,General Creditors
PUBHLTH,TESC04,Tesco Pharmacies Ltd (Leighton Buzzard),10481867,278.51,16/04/2015,Transfer Payments,Contract Payments - Private Contractors,General Creditors
PUBHLTH,BARB96,The Barbour Partnership,10478059,826.50,12/03/2015,Supplies,Venue Hire,General Creditors
PUBHLTH,DOCT01,The Doctors Laboratory,10481311,"2,132.00",31/03/2015,Transfer Payments,Contract Payments - Private Contractors,General Creditors
PUBHLTH,DOCT01,The Doctors Laboratory,10481311,445.83,31/03/2015,Transfer Payments,Contract Payments - Private Contractors,General Creditors
PUBHLTH,VILL05,The Village Medical Centre,10482416,252.00,13/04/2015,Transfer Payments,Contract Payments - Private Contractors,General Creditors
PUBHLTH,UHVE01,UH Ventures Ltd,10479366,"2,671.58",18/03/2015,Supplies,Consultants Fees,General Creditors
PUBHLTH,UNIV24,University Hospitals Bristol NHS Foundation Trust,10479587,841.03,17/12/2014,Transfer Payments,Contract Payments - Health Authorities,General Creditors
PUBHLTH,VIRG01,Virgin Care Provider Services Limited,10479541,"4,480.00",16/03/2015,Transfer Payments,Contract Payments - Health Authorities,General Creditors
PUBHLTH,VODA01,Vodafone LTD ,10479196,315.00,26/03/2015,Supplies,Telephone Connection Charges,General Creditors
PUBHLTH,WEST26,West Hertfordshire Hospitals NHS Trust,10479578,284.00,15/02/2015,Transfer Payments,Contract Payments - Health Authorities,General Creditors
PUBHLTH,WEST26,West Hertfordshire Hospitals NHS Trust,10479583,762.00,15/02/2015,Transfer Payments,Contract Payments - Health Authorities,General Creditors
PUBHLTH,WEST26,West Hertfordshire Hospitals NHS Trust,10479584,444.00,15/02/2015,Transfer Payments,Contract Payments - Health Authorities,General Creditors
PUBHLTH,WEST26,West Hertfordshire Hospitals NHS Trust,10479624,284.00,15/02/2015,Transfer Payments,Contract Payments - Health Authorities,General Creditors
PUBHLTH,WEST26,West Hertfordshire Hospitals NHS Trust,10479626,762.00,15/02/2015,Transfer Payments,Contract Payments - Health Authorities,General Creditors
PUBHLTH,WEST26,West Hertfordshire Hospitals NHS Trust,10479628,318.00,11/03/2015,Transfer Payments,Contract Payments - Health Authorities,General Creditors
PUBHLTH,WEST26,West Hertfordshire Hospitals NHS Trust,10483705,318.00,18/03/2015,Transfer Payments,Contract Payments - Health Authorities,General Creditors
PUBHLTH,WEST30,West Middlesex University Hospital NHS Trust,10479680,351.47,26/06/2014,Transfer Payments,Contract Payments - Health Authorities,General Creditors
PUBHLTH,WEST96,West Street Surgery,10482430,"1,240.00",08/04/2015,Transfer Payments,Contract Payments - Private Contractors,General Creditors
PUBHLTH,WHEA95,Wheatfield Surgery,10482431,450.00,01/04/2015,Transfer Payments,Contract Payments - Private Contractors,General Creditors
PUBHLTH,WOOT60,WOOTTON VALE HEALTH LIVING CENTRE (HEALTH CHECKS) 50528041,10479399,"4,880.00",31/03/2015,Transfer Payments,Contract Payments - Private Contractors,General Creditors
PUBHLTH,WOOT60,WOOTTON VALE HEALTH LIVING CENTRE (HEALTH CHECKS) 50528041,10479400,"5,705.00",31/03/2015,Transfer Payments,Contract Payments - Private Contractors,General Creditors
SCHOOLS,123C01,123Comms Limited,10483018,"2,415.20",26/03/2015,Supplies,Consultants Fees,.
SCHOOLS,2SIM98,2Simple Software Ltd,10481808,300.00,15/04/2015,Supplies,Learning Resources - ICT,General Creditors
SCHOOLS,2SIM98,2Simple Software Ltd,10483124,250.00,30/04/2015,Supplies,Learning Resources - ICT,General Creditors
SCHOOLS,SOUT92,Accent Security Limited T/A South East Security,10482703,419.00,02/03/2015,Supplies,Other Occupation Costs,General Creditors
SCHOOLS,AMPT02,Ampthill Carpets Ltd,10483126,"1,430.00",13/04/2015,Premises,Maintenance of Buildings,Schools
SCHOOLS,ANGL05,Anglian Water,10481484,557.71,24/03/2015,Premises,Water Charges,Utilities
SCHOOLS,ANGL05,Anglian Water,10483016,798.25,18/03/2015,Premises,Water Charges,Utilities
SCHOOLS,ANGL05,Anglian Water,10483083,331.47,02/03/2015,Premises,Water Charges,Utilities
SCHOOLS,AREN01,Arena Security Limited,10482254,250.00,01/04/2015,Supplies,Other Occupation Costs,General Creditors
SCHOOLS,ARKF01,Ark Farm,10482175,360.00,15/04/2015,Supplies,Professional Services - Curriculum,Schools
SCHOOLS,ASHD01,Ashdown Education Ltd,10482767,"1,575.00",20/04/2015,Employees,Training,Schools
SCHOOLS,ASPE03,Aspect Technologies Ltd,10482755,500.00,06/04/2015,Supplies,Consultants Fees,Schools
SCHOOLS,EAST49,Aspirations Wellbeing T/A East Northamptonshire Cultural Trust Ltd,10482725,750.00,01/04/2015,Supplies,Professional Services - Curriculum,Schools
SCHOOLS,BARF01,Barfordian Coaches Ltd,10480720,538.00,07/05/2014,Supplies,Learning Resources - Curriculum,General Creditors
SCHOOLS,BART93,Barton Petroleum,10482752,449.45,20/03/2015,Premises,Oil,General Creditors
SCHOOLS,BEDF10,Bedford Road Lower School,10480695,"100,782.00",09/04/2015,Transfer Payments,Bank Control Account,Other Local Authority
SCHOOLS,BED055,Bedfordshire Cleaning Ltd,10482189,582.00,31/03/2015,Premises,Cleaning Services,Schools
SCHOOLS,BENT97,Bentham Ltd T/A IJT,10483137,534.95,16/04/2015,Supplies,IT Consumables,General Creditors
SCHOOLS,BIDD98,Biddenham Upper School,10480713,"468,779.00",09/04/2015,Transfer Payments,Bank Control Account,Other Local Authority
SCHOOLS,BISD01,BIS  Door Systems Ltd,10483168,542.00,25/03/2015,Premises,Maintenance of Buildings,Schools
SCHOOLS,BISH01,Bishop Sports And Leisure,10483686,361.95,21/04/2015,Supplies,Learning Resources - Curriculum,General Creditors
SCHOOLS,BISW02,Biswell Catering,10482187,445.00,10/04/2015,Supplies,Catering Costs,Schools
SCHOOLS,BOST03,Bostock Health Care,10482038,371.00,15/04/2015,Employees,Training,General Creditors
SCHOOLS,BRIC09,Brickhill Lower School,10480696,"88,084.00",09/04/2015,Transfer Payments,Bank Control Account,Other Local Authority
SCHOOLS,BRIT21,British Gas,10482173,485.82,10/04/2015,Premises,Gas,General Creditors
SCHOOLS,BRIT21,British Gas,10482270,328.48,23/03/2015,Premises,Gas,General Creditors
SCHOOLS,BRIT21,British Gas,10482372,"4,169.38",31/03/2015,Premises,Gas,General Creditors
SCHOOLS,BRIT26,British Telecom,10480976,393.19,15/04/2015,Supplies,Telephone Line Rentals,Utilities
SCHOOLS,BROM98,Bromham Lower School,10480697,"90,299.00",09/04/2015,Transfer Payments,Bank Control Account,Other Local Authority
SCHOOLS,CAMB11,Cambridgeshire County Council,10481673,"2,123.70",31/03/2015,Supplies,Catering Costs,Other Local Authority
SCHOOLS,CAMB11,Cambridgeshire County Council,10483169,"2,477.15",31/03/2015,Supplies,Catering Costs,Other Local Authority
SCHOOLS,CAME01,Camestone Lower School,10480698,"89,305.00",09/04/2015,Transfer Payments,Bank Control Account,Other Local Authority
SCHOOLS,CAPI07,Capita Business Services Ltd,10482245,325.20,02/04/2015,Supplies,Miscellaneous Expenditure,General Creditors
SCHOOLS,CAPI07,Capita Business Services Ltd,10482777,"2,209.00",03/03/2015,Supplies,Subscriptions,General Creditors
SCHOOLS,CAPI07,Capita Business Services Ltd,10482778,465.00,10/04/2015,Supplies,Subscriptions,General Creditors
SCHOOLS,CARE96,Care Forum (Mk) Ltd,10482933,389.98,31/03/2015,Supplies,Consultants Fees,General Creditors
SCHOOLS,CARL97,Carlton Lower School,10480699,"32,915.00",09/04/2015,Transfer Payments,Bank Control Account,Other Local Authority
SCHOOLS,MILE01,Carole A Miles,10483701,"1,020.00",24/04/2015,Supplies,Professional Services - Curriculum,General Creditors
SCHOOLS,CAST11,Castle Lower School- IMPREST,10481228,530.00,14/04/2015,Supplies,Learning Resources - Curriculum,Internal Remittance
SCHOOLS,CAST11,Castle Lower School- IMPREST,10481228,266.72,14/04/2015,Supplies,Special Facilities,Internal Remittance
SCHOOLS,CAST11,Castle Lower School- IMPREST,10481228,407.92,14/04/2015,Supplies,Special Facilities,Internal Remittance
SCHOOLS,CATE04,Caterlink Ltd,10479265,629.00,28/01/2015,Supplies,Community Focused School Costs,General Creditors
SCHOOLS,CATE04,Caterlink Ltd,10479265,"1,119.25",28/01/2015,Supplies,Catering Costs,General Creditors
SCHOOLS,CATE04,Caterlink Ltd,10479266,893.55,28/01/2015,Supplies,Catering Costs,General Creditors
SCHOOLS,CATE04,Caterlink Ltd,10482191,"1,004.55",30/03/2015,Supplies,Catering Costs,General Creditors
SCHOOLS,CATE04,Caterlink Ltd,10482193,"1,159.95",30/03/2015,Supplies,Catering Costs,General Creditors
SCHOOLS,CAUL06,Cauldwell Lower School,10480700,"147,639.00",09/04/2015,Transfer Payments,Bank Control Account,General Creditors
SCHOOLS,CBIC01,CBICT Ltd,10482653,475.00,12/04/2015,Employees,Training,Schools
SCHOOLS,CELT01,Celtic Harmony,10482762,935.00,27/02/2015,Supplies,Learning Resources - Curriculum,Schools
SCHOOLS,CHRI11,Christopher Reeves Va Lowers School,10480701,"30,783.00",09/04/2015,Transfer Payments,Bank Control Account,Other Local Authority
SCHOOLS,CHRI04,Christy Plumbing and Heating Ltd,10481458,485.00,25/03/2015,Supplies,Other Occupation Costs,General Creditors
SCHOOLS,CHUR97,Churches Fire Security Ltd,10482996,582.70,02/03/2015,Supplies,Other Occupation Costs,General Creditors
SCHOOLS,COUN89,Countrywide Ground Maintenance Ltd,10482376,558.33,31/03/2015,Premises,Maintenance of Grounds,General Creditors
SCHOOLS,COUN89,Countrywide Ground Maintenance Ltd,10482780,275.00,31/03/2015,Premises,Maintenance of Grounds,General Creditors
SCHOOLS,CRYS03,Crystal Clear Industrial Cleaning Ltd,10482377,375.00,12/04/2015,Supplies,Other Occupation Costs,Schools
SCHOOLS,DANW99,Danwood Contract Rentals,10481418,"2,294.28",30/03/2015,Supplies,Leasing - Learning Resources,General Creditors
SCHOOLS,DANW99,Danwood Contract Rentals,10482267,565.65,27/03/2015,Supplies,Leasing - General,General Creditors
SCHOOLS,DELA98,De Lage Landen Leasing Ltd,10481839,794.00,23/03/2015,Supplies,Leasing - General,General Creditors
SCHOOLS,DYNO02,Dyno-Rod Plc,10481401,545.00,27/03/2015,Premises,Maintenance of Buildings,General Creditors
SCHOOLS,EASY98,Easycopiers Ltd,10482646,254.51,31/03/2015,Supplies,Internal Printing,General Creditors
SCHOOLS,EDUC75,EducationCity Ltd,10481901,"1,295.00",25/03/2015,Supplies,Learning Resources - ICT,General Creditors
SCHOOLS,ELST97,Elstow Lower School,10480702,"139,597.00",09/04/2015,Transfer Payments,Bank Control Account,Other Local Authority
SCHOOLS,EMOO98,Emo Oil Ltd,10482781,"2,185.50",19/03/2015,Premises,Oil,General Creditors
SCHOOLS,ENGA03,Engage Education Ltd,10481821,415.00,18/03/2015,Supplies,Professional Services - Curriculum,Schools
SCHOOLS,ENGA03,Engage Education Ltd,10481822,415.00,25/03/2015,Supplies,Professional Services - Curriculum,Schools
SCHOOLS,ESPR99,Espresso Education Ltd T/A Disccovery Education Europe Ltd,10481682,294.15,26/03/2015,Supplies,Learning Resources - ICT,General Creditors
SCHOOLS,ESPR99,Espresso Education Ltd T/A Disccovery Education Europe Ltd,10482727,360.75,23/03/2015,Supplies,Learning Resources - ICT,General Creditors
SCHOOLS,EILE99,Federation of Eileen Wade and Milton Ernest Lower Schools,10480703,"53,942.00",09/04/2015,Transfer Payments,Bank Control Account,Other Local Authority
SCHOOLS,FOUR97,Four Square,10483356,376.50,30/03/2015,Supplies,Learning Resources - Curriculum,General Creditors
SCHOOLS,GADS01,Gadsby & Fay,10482249,454.00,17/03/2015,Premises,Maintenance of Buildings,CIS Creditors
SCHOOLS,GADS01,Gadsby & Fay,10482759,"8,793.00",13/04/2015,Premises,Maintenance of Buildings,CIS Creditors
SCHOOLS,GADS01,Gadsby & Fay,10482760,"20,360.00",13/04/2015,Balance Sheet,Other Capital Expenditure,CIS Creditors
SCHOOLS,GECA01,GE Capital Equipment Finance Ltd (Bristol),10482754,257.38,02/03/2015,Supplies,Internal Printing,General Creditors
SCHOOLS,GREA15,Great Barford Lower School,10480704,"57,907.00",09/04/2015,Transfer Payments,Bank Control Account,General Creditors
SCHOOLS,GROU98,Groupcall Ltd,10482251,455.00,09/04/2015,Supplies,Miscellaneous Expenditure,General Creditors
SCHOOLS,HARR77,Harrington Bates Ltd,10482741,"1,222.27",01/04/2015,Employees,Other Employer Insurance,General Creditors
SCHOOLS,HARR77,Harrington Bates Ltd,10483176,"1,237.01",01/04/2015,Employees,Other Employer Insurance,General Creditors
SCHOOLS,HARR93,Harrisons Electrical Mech & Prop,10481894,"4,903.50",19/03/2015,Balance Sheet,Other Capital Expenditure,CIS Creditors
